date,Area_name,Diff_Altitude,Water_level,flood_level,Flood_Risk_Class
31-08-2004,Andhra Pradesh,91.05010055,6.92047265,12.05935907,Low
30-09-2004,Andhra Pradesh,88.59717673,19.65573744,11.03999785,High
31-10-2004,Andhra Pradesh,268.5907057,5.906007573,19.16109211,Low
30-11-2004,Andhra Pradesh,84.08593569,17.48610264,19.66032413,Low
31-12-2004,Andhra Pradesh,181.5568255,4.029837118,22.08540758,Low
31-01-2005,Andhra Pradesh,26.70786567,6.35095007,20.89136031,Low
28-02-2005,Andhra Pradesh,49.43724224,1.488135833,12.1560593,Low
31-03-2005,Andhra Pradesh,244.009445,4.500230825,16.32803998,Low
30-04-2005,Andhra Pradesh,144.8810819,17.66240731,23.09689552,Low
31-05-2005,Andhra Pradesh,280.2267555,16.80212894,11.88630879,High
30-06-2005,Andhra Pradesh,246.3951721,11.10778058,16.90305322,Low
31-07-2005,Andhra Pradesh,113.212516,13.96146749,15.2300591,Low
31-08-2005,Andhra Pradesh,50.59318239,3.340712693,21.00382376,Low
30-09-2005,Andhra Pradesh,181.4524634,11.40696663,22.08905603,Low
31-10-2005,Andhra Pradesh,296.7661482,0.184692971,13.98648927,Low
30-11-2005,Andhra Pradesh,281.3864815,13.81314691,21.26619643,Low
31-12-2005,Andhra Pradesh,86.85028329,3.541851517,19.05588265,Low
31-01-2006,Andhra Pradesh,216.5373812,6.650551498,12.66968309,Low
28-02-2006,Andhra Pradesh,107.6987845,18.93224759,17.0949501,High
31-03-2006,Andhra Pradesh,299.1580315,3.278411773,10.41311658,Low
30-04-2006,Andhra Pradesh,182.1944126,19.03957085,22.79988356,Low
31-05-2006,Andhra Pradesh,28.47685374,3.782981118,13.51980162,Low
30-06-2006,Andhra Pradesh,92.75594227,13.15643163,22.68587287,Low
31-07-2006,Andhra Pradesh,182.651767,6.07262255,16.59750234,Low
31-08-2006,Andhra Pradesh,293.224518,15.22262138,21.70276263,Low
30-09-2006,Andhra Pradesh,149.0432061,17.5941832,15.18617298,High
31-10-2006,Andhra Pradesh,15.66121961,14.79678661,12.52620025,High
30-11-2006,Andhra Pradesh,263.9002067,1.462949512,15.50260132,Low
31-12-2006,Andhra Pradesh,90.19698905,9.002868218,18.82634825,Low
31-01-2007,Andhra Pradesh,122.1043257,19.46198327,23.51570358,Low
28-02-2007,Andhra Pradesh,126.7831037,0.768949654,13.38714074,Low
31-03-2007,Andhra Pradesh,231.3883942,19.77197506,10.76196805,High
30-04-2007,Andhra Pradesh,260.3045226,18.79743289,11.49647185,High
31-05-2007,Andhra Pradesh,297.8950215,17.7135663,17.78666189,Low
30-06-2007,Andhra Pradesh,102.5004449,0.136324805,11.78536199,Low
31-07-2007,Andhra Pradesh,110.8064318,9.2566469,15.70223686,Low
31-08-2007,Andhra Pradesh,16.97637544,1.861560853,10.94179346,Low
30-09-2007,Andhra Pradesh,251.3257471,6.031395066,13.21425503,Low
31-10-2007,Andhra Pradesh,190.8505746,12.57217013,15.86575796,Low
30-11-2007,Andhra Pradesh,237.9802734,0.306474775,11.25266844,Low
31-12-2007,Andhra Pradesh,207.7627289,3.134168451,12.59475154,Low
31-01-2008,Andhra Pradesh,91.58284418,6.308685273,12.79487042,Low
29-02-2008,Andhra Pradesh,71.34327971,4.333502721,13.51218382,Low
31-03-2008,Andhra Pradesh,267.8094623,7.679415497,24.66716426,Low
30-04-2008,Andhra Pradesh,187.995162,4.889637269,20.8279361,Low
31-05-2008,Andhra Pradesh,174.3910223,2.838739898,23.51424338,Low
30-06-2008,Andhra Pradesh,151.8661487,9.129704641,16.71920325,Low
31-07-2008,Andhra Pradesh,150.7725956,6.376051364,10.16902551,Low
31-08-2008,Andhra Pradesh,68.58334603,6.808124838,21.26379297,Low
30-09-2008,Andhra Pradesh,281.7518815,4.512133527,16.6024028,Low
31-10-2008,Andhra Pradesh,224.1400817,7.243944664,18.82572614,Low
30-11-2008,Andhra Pradesh,70.77849956,12.6471269,17.18096066,Low
31-12-2008,Andhra Pradesh,276.9317277,19.99179226,11.13878984,High
31-01-2009,Andhra Pradesh,104.1642579,18.05443734,19.4755065,Low
28-02-2009,Andhra Pradesh,166.4412407,17.19050562,13.33939771,High
31-03-2009,Andhra Pradesh,9.589781202,4.645306578,22.43105944,Low
30-04-2009,Andhra Pradesh,140.0613138,6.815851223,17.58793948,Low
31-05-2009,Andhra Pradesh,11.31743414,17.64397511,19.86220753,Low
30-06-2009,Andhra Pradesh,53.71196909,2.409486175,20.98052356,Low
31-07-2009,Andhra Pradesh,131.0549322,0.477411362,24.73410734,Low
31-08-2009,Andhra Pradesh,1.972918975,5.893476308,18.15081072,Low
30-09-2009,Andhra Pradesh,174.5282595,7.10358593,16.05064117,Low
31-10-2009,Andhra Pradesh,279.9183675,18.37908885,19.31598286,Low
30-11-2009,Andhra Pradesh,192.5925675,11.57569205,20.27364121,Low
31-12-2009,Andhra Pradesh,148.9416142,6.299124365,19.45375218,Low
31-01-2010,Andhra Pradesh,204.9789238,8.669504788,24.40159436,Low
28-02-2010,Andhra Pradesh,148.4495056,3.623528719,22.90164291,Low
31-03-2010,Andhra Pradesh,85.03702106,12.27497824,20.17856644,Low
30-04-2010,Andhra Pradesh,24.53906631,1.873640092,13.65466064,Low
31-05-2010,Andhra Pradesh,220.744294,1.106070989,20.29398181,Low
30-06-2010,Andhra Pradesh,12.79108443,5.849937708,20.84064507,Low
31-07-2010,Andhra Pradesh,92.02222817,16.508021,19.61395245,Low
31-08-2010,Andhra Pradesh,150.3888643,10.68888425,11.04574421,Low
30-09-2010,Andhra Pradesh,36.16965104,18.43736985,18.66930788,Low
31-10-2010,Andhra Pradesh,241.5021593,9.665244267,23.45505123,Low
30-11-2010,Andhra Pradesh,133.7735343,0.95184888,19.97596561,Low
31-12-2010,Andhra Pradesh,62.80742901,19.73786031,14.38373929,High
31-01-2011,Andhra Pradesh,289.7713778,13.60849275,13.42905467,High
28-02-2011,Andhra Pradesh,292.2539472,13.06950712,11.5527749,High
31-03-2011,Andhra Pradesh,1.539824468,4.850739714,23.2045778,Low
30-04-2011,Andhra Pradesh,52.40144298,19.4685113,16.46912264,High
31-05-2011,Andhra Pradesh,22.77233852,19.35935518,22.37070519,Low
30-06-2011,Andhra Pradesh,261.040126,11.85259894,10.79161649,High
31-07-2011,Andhra Pradesh,256.2936124,12.9656307,13.3894533,Low
31-08-2011,Andhra Pradesh,126.8092174,14.21611877,13.30954295,High
30-09-2011,Andhra Pradesh,49.35653244,1.682193795,10.82461856,Low
31-10-2011,Andhra Pradesh,134.2173061,18.58308172,10.56399299,High
30-11-2011,Andhra Pradesh,122.5442607,8.576042664,14.86742667,Low
31-12-2011,Andhra Pradesh,180.1498384,6.942564595,23.20801689,Low
31-01-2012,Andhra Pradesh,234.2124898,1.439302219,22.97941939,Low
29-02-2012,Andhra Pradesh,257.0633741,4.597751507,10.85764219,Low
31-03-2012,Andhra Pradesh,175.1834831,16.69938863,17.15472244,Low
30-04-2012,Andhra Pradesh,168.2637492,16.55035809,17.07167749,Low
31-05-2012,Andhra Pradesh,6.848779301,3.233132769,17.64508799,Low
30-06-2012,Andhra Pradesh,22.15624301,2.635841272,20.62076009,Low
31-07-2012,Andhra Pradesh,34.46673006,8.96183324,21.5881539,Low
31-08-2012,Andhra Pradesh,60.99404299,15.77469603,19.90518217,Low
30-09-2012,Andhra Pradesh,64.95979483,11.61047279,14.22739047,Low
31-10-2012,Andhra Pradesh,277.6457953,19.54513284,23.4399347,Low
30-11-2012,Andhra Pradesh,86.28556256,2.430348964,21.46132549,Low
31-12-2012,Andhra Pradesh,217.8566053,18.71710001,21.99985624,Low
31-01-2013,Andhra Pradesh,203.6167211,13.99581234,19.63577043,Low
28-02-2013,Andhra Pradesh,58.45442367,5.35154829,16.16491715,Low
31-03-2013,Andhra Pradesh,7.408698633,7.189735617,17.13722506,Low
30-04-2013,Andhra Pradesh,243.2012407,6.981392622,12.57833049,Low
31-05-2013,Andhra Pradesh,260.7586343,6.053135444,21.67223745,Low
30-06-2013,Andhra Pradesh,30.55518403,13.40706395,21.80009116,Low
31-07-2013,Andhra Pradesh,17.16162001,18.67754579,17.25393721,High
31-08-2013,Andhra Pradesh,29.14353998,19.61712668,22.45550955,Low
30-09-2013,Andhra Pradesh,116.6671643,9.452635827,22.2466083,Low
31-10-2013,Andhra Pradesh,134.5043986,5.695690426,20.44523399,Low
30-11-2013,Andhra Pradesh,80.58628569,17.25602066,13.83008969,High
31-12-2013,Andhra Pradesh,250.7195924,7.990789586,12.25408665,Low
31-01-2014,Andhra Pradesh,160.8276216,4.580055735,11.82560293,Low
28-02-2014,Andhra Pradesh,127.6423812,0.413621256,18.74191049,Low
31-03-2014,Andhra Pradesh,175.147026,8.061690547,23.0754188,Low
30-04-2014,Andhra Pradesh,148.4505863,9.758361079,16.55749477,Low
31-05-2014,Andhra Pradesh,179.5090386,17.17562685,13.1255807,High
30-06-2014,Andhra Pradesh,242.3918697,7.955550745,21.7745912,Low
31-07-2014,Andhra Pradesh,163.527677,1.061191607,17.80369722,Low
31-08-2014,Andhra Pradesh,261.8219143,16.63033128,17.27072294,Low
30-09-2014,Andhra Pradesh,196.0255762,7.898715343,13.25657666,Low
31-10-2014,Andhra Pradesh,55.55139786,5.096288735,19.66232506,Low
30-11-2014,Andhra Pradesh,136.2699907,12.50815985,10.24872237,High
31-12-2014,Andhra Pradesh,28.04459697,17.60806342,24.04687107,Low
31-01-2015,Andhra Pradesh,107.0416896,9.787458115,16.2731449,Low
28-02-2015,Andhra Pradesh,77.58052763,10.71716424,16.23798516,Low
31-03-2015,Andhra Pradesh,213.9963251,10.35110246,13.80319605,Low
30-04-2015,Andhra Pradesh,28.61025028,7.900835034,18.70915555,Low
31-05-2015,Andhra Pradesh,122.7875361,14.67833484,11.04356525,High
30-06-2015,Andhra Pradesh,62.78231905,12.56097808,13.04753002,Low
31-07-2015,Andhra Pradesh,218.7053492,0.350424939,22.50904514,Low
31-08-2015,Andhra Pradesh,140.8739106,15.85876109,22.53141567,Low
30-09-2015,Andhra Pradesh,218.3078166,9.187268287,14.12829388,Low
31-10-2015,Andhra Pradesh,211.1149828,6.617205118,18.22907184,Low
30-11-2015,Andhra Pradesh,260.7256219,4.671067739,14.76893932,Low
31-12-2015,Andhra Pradesh,251.2216395,1.55938814,24.85765703,Low
31-01-2016,Andhra Pradesh,8.407689963,7.733596487,10.64791997,Low
29-02-2016,Andhra Pradesh,25.72167559,16.79458245,12.31537788,High
31-03-2016,Andhra Pradesh,255.2639291,14.78184157,12.0083581,High
30-04-2016,Andhra Pradesh,49.2752499,9.031082412,17.47867329,Low
31-05-2016,Andhra Pradesh,45.57222293,15.13917128,17.41572158,Low
30-06-2016,Andhra Pradesh,207.054513,9.961914605,22.61922097,Low
31-07-2016,Andhra Pradesh,104.0226551,17.16002447,10.87341151,High
31-08-2016,Andhra Pradesh,166.2730564,3.249474176,19.62324271,Low
30-09-2016,Andhra Pradesh,52.14833605,1.26583096,15.96312984,Low
31-10-2016,Andhra Pradesh,146.5016596,19.76399118,18.01107851,High
30-11-2016,Andhra Pradesh,292.3401985,2.502028383,20.30146228,Low
31-12-2016,Andhra Pradesh,53.2995133,17.125072,16.17654807,High
31-01-2017,Andhra Pradesh,228.5003412,9.836784142,24.58934192,Low
28-02-2017,Andhra Pradesh,223.6522394,2.180926988,16.63294764,Low
31-03-2017,Andhra Pradesh,167.532584,3.539917457,20.51930012,Low
30-04-2017,Andhra Pradesh,65.61004468,16.25483429,20.36861368,Low
31-05-2017,Andhra Pradesh,188.9225603,19.88992208,21.34870726,Low
30-06-2017,Andhra Pradesh,148.9333184,15.86659789,14.4074543,High
31-07-2017,Andhra Pradesh,171.6365327,17.24466801,24.20512234,Low
31-08-2017,Andhra Pradesh,177.4836634,4.946294895,19.31829826,Low
30-09-2017,Andhra Pradesh,22.3384187,19.60081156,12.50104306,High
31-10-2017,Andhra Pradesh,144.1267088,19.53559636,15.31296821,High
30-11-2017,Andhra Pradesh,236.8318785,3.976052867,16.76554477,Low
31-12-2017,Andhra Pradesh,229.9334583,0.669698861,14.14129639,Low
31-01-2018,Andhra Pradesh,130.3819772,18.62315282,23.77824955,Low
28-02-2018,Andhra Pradesh,188.3015996,18.20157705,24.06779957,Low
31-03-2018,Andhra Pradesh,146.8604328,6.06403886,19.10873909,Low
30-04-2018,Andhra Pradesh,31.87067461,18.12153983,14.67758203,High
31-05-2018,Andhra Pradesh,190.2416666,6.287735197,14.67109346,Low
30-06-2018,Andhra Pradesh,295.7485235,11.05923553,23.24263916,Low
31-07-2018,Andhra Pradesh,127.2403388,1.058670804,22.01469034,Low
31-08-2018,Andhra Pradesh,206.4306972,6.352810196,13.27969562,Low
30-09-2018,Andhra Pradesh,291.832871,6.18755172,14.58926141,Low
31-10-2018,Andhra Pradesh,112.1710091,1.591959899,21.77716719,Low
30-11-2018,Andhra Pradesh,41.77445702,11.34863323,24.96625592,Low
31-12-2018,Andhra Pradesh,163.6965407,10.45185977,18.77291605,Low
31-01-2019,Andhra Pradesh,141.790076,18.75571061,16.94644787,High
28-02-2019,Andhra Pradesh,103.8327808,17.41693986,17.93260672,Low
31-03-2019,Andhra Pradesh,94.15527307,2.691747392,20.88406081,Low
30-04-2019,Andhra Pradesh,103.8011178,8.368867575,17.65466096,Low
31-05-2019,Andhra Pradesh,9.843442097,17.240026,15.41442625,High
30-06-2019,Andhra Pradesh,40.23506015,13.37646163,21.74542938,Low
31-07-2019,Andhra Pradesh,102.4435423,6.185393185,11.09885361,Low
31-08-2019,Andhra Pradesh,239.7816356,18.22045519,22.10753462,Low
30-09-2019,Andhra Pradesh,263.655587,17.51628624,16.60732326,High
31-10-2019,Andhra Pradesh,84.11359503,5.660667568,20.70360743,Low
30-11-2019,Andhra Pradesh,83.4160319,19.4189838,13.67690121,High
31-12-2019,Andhra Pradesh,210.1908109,18.0666254,12.30222706,High
31-01-2020,Andhra Pradesh,71.22431122,8.382172902,16.98326947,Low
29-02-2020,Andhra Pradesh,295.8832727,9.754727814,11.00109582,Low
31-03-2020,Andhra Pradesh,175.6128202,15.72500743,20.5832412,Low
30-04-2020,Andhra Pradesh,143.4946226,6.32525527,24.58763398,Low
31-05-2020,Andhra Pradesh,65.27352908,13.48313332,21.37572326,Low
30-06-2020,Andhra Pradesh,102.4421366,14.57134402,14.8298031,Low
31-07-2020,Andhra Pradesh,28.68453889,18.85310369,19.29872222,Low
31-08-2020,Andhra Pradesh,222.6728619,13.07928856,15.87577838,Low
30-09-2020,Andhra Pradesh,221.4917741,10.23481436,20.37095092,Low
31-10-2020,Andhra Pradesh,246.8894853,10.35190667,13.13727191,Low
30-11-2020,Andhra Pradesh,221.3222666,10.03092127,13.6344558,Low
31-12-2020,Andhra Pradesh,119.1690223,1.747148499,15.17236606,Low
31-01-2021,Andhra Pradesh,150.4560631,4.807636524,21.39150885,Low
28-02-2021,Andhra Pradesh,18.37572328,3.975191069,11.02766111,Low
31-03-2021,Andhra Pradesh,19.15937455,1.657081551,18.60861375,Low
30-04-2021,Andhra Pradesh,167.2979628,0.507666179,23.8011009,Low
31-05-2021,Andhra Pradesh,175.7117553,11.0307245,19.2470768,Low
30-06-2021,Andhra Pradesh,244.5448707,16.42767948,13.98703711,High
31-07-2021,Andhra Pradesh,24.58312315,18.14380048,18.70175167,Low
31-08-2021,Andhra Pradesh,118.1167531,2.434935622,23.85385099,Low
30-09-2021,Andhra Pradesh,41.16856224,11.42973756,19.84040878,Low
31-10-2021,Andhra Pradesh,265.0847025,10.84627456,12.31015579,Low
30-11-2021,Andhra Pradesh,212.7872151,1.791460785,20.49409397,Low
31-12-2021,Andhra Pradesh,151.4495364,12.6219315,20.77214588,Low
31-01-2022,Andhra Pradesh,268.315222,1.829355708,16.19710095,Low
28-02-2022,Andhra Pradesh,103.8829254,3.481804533,18.05107588,Low
31-03-2022,Andhra Pradesh,72.56440679,4.104226332,10.47055946,Low
30-04-2022,Andhra Pradesh,200.5850775,12.66996425,17.63476094,Low
31-05-2022,Andhra Pradesh,77.52526863,2.493862255,21.96616508,Low
30-06-2022,Andhra Pradesh,289.5591011,18.40104308,18.77045464,Low
31-07-2022,Andhra Pradesh,23.38587965,5.036926671,18.3862257,Low
31-08-2022,Andhra Pradesh,58.24379716,13.7143197,19.16596454,Low
30-09-2022,Andhra Pradesh,15.26110295,3.209354231,22.96783803,Low
31-10-2022,Andhra Pradesh,264.607152,13.22096141,13.44384173,Low
30-11-2022,Andhra Pradesh,38.36950778,12.05588209,15.45021649,Low
31-12-2022,Andhra Pradesh,18.90819481,7.645116108,18.98983846,Low
31-01-2023,Andhra Pradesh,261.531672,0.110644006,21.89684036,Low
28-02-2023,Andhra Pradesh,243.0605746,14.87508401,14.40450908,High
31-03-2023,Andhra Pradesh,76.19398868,1.946271283,20.53222557,Low
30-04-2023,Andhra Pradesh,84.46501882,16.32793936,17.46146004,Low
31-05-2023,Andhra Pradesh,136.8263432,13.0526895,24.33710471,Low
30-06-2023,Andhra Pradesh,116.8201714,10.7375551,20.52632862,Low
31-07-2023,Andhra Pradesh,139.5111559,14.08224138,20.37817135,Low
31-08-2023,Andhra Pradesh,244.7507014,0.768036777,12.72891323,Low
30-09-2023,Andhra Pradesh,176.6729711,17.46673736,12.81915927,High
31-10-2023,Andhra Pradesh,172.5836818,1.812502111,21.19583396,Low
30-11-2023,Andhra Pradesh,224.3722611,4.154361015,17.20338788,Low
31-12-2023,Andhra Pradesh,198.9993478,16.59524772,21.2223085,Low
31-01-2000,Arunachal Pradesh,63.60480409,17.60718835,24.40512906,Low
29-02-2000,Arunachal Pradesh,178.1226581,14.41835921,15.16780135,Low
31-03-2000,Arunachal Pradesh,117.1840925,9.122037401,23.46780485,Low
30-04-2000,Arunachal Pradesh,114.9864952,3.018907404,10.63018521,Low
31-05-2000,Arunachal Pradesh,42.87775305,19.48001203,12.99887995,High
30-06-2000,Arunachal Pradesh,213.1793587,13.98702938,15.72769966,Low
31-07-2000,Arunachal Pradesh,299.8489795,19.93409686,16.21677542,High
31-08-2000,Arunachal Pradesh,202.7840924,7.346813105,15.00825161,Low
30-09-2000,Arunachal Pradesh,246.2620364,1.890970691,22.92893108,Low
31-10-2000,Arunachal Pradesh,29.31404629,12.87289075,17.93950862,Low
30-11-2000,Arunachal Pradesh,254.4114748,10.25026716,17.04675624,Low
31-12-2000,Arunachal Pradesh,234.8968449,10.60886574,20.94048371,Low
31-01-2001,Arunachal Pradesh,1.801270978,9.369959269,17.28065112,Low
28-02-2001,Arunachal Pradesh,121.7231678,14.40936269,23.19591414,Low
31-03-2001,Arunachal Pradesh,199.8389196,18.17607474,20.69098309,Low
30-04-2001,Arunachal Pradesh,163.9483518,14.13076937,20.5427685,Low
31-05-2001,Arunachal Pradesh,79.71718839,18.20362885,16.5551388,High
30-06-2001,Arunachal Pradesh,214.7275575,12.68214971,14.21045515,Low
31-07-2001,Arunachal Pradesh,139.0960603,10.80972124,10.58619146,High
31-08-2001,Arunachal Pradesh,225.5543511,13.97561791,23.11941072,Low
30-09-2001,Arunachal Pradesh,154.7520755,7.572276853,21.1672671,Low
31-10-2001,Arunachal Pradesh,240.8706604,13.90831988,19.37664345,Low
30-11-2001,Arunachal Pradesh,224.3772611,6.052848198,18.97352382,Low
31-12-2001,Arunachal Pradesh,287.040842,9.307421251,13.9843795,Low
31-01-2002,Arunachal Pradesh,59.91880018,0.694083189,16.99141212,Low
28-02-2002,Arunachal Pradesh,52.43835867,11.91906909,24.07018024,Low
31-03-2002,Arunachal Pradesh,25.90452981,8.361987877,19.06526084,Low
30-04-2002,Arunachal Pradesh,128.7601264,7.248152021,22.22239283,Low
31-05-2002,Arunachal Pradesh,136.7245595,15.65459349,23.15059916,Low
30-06-2002,Arunachal Pradesh,153.0227437,13.89539932,15.73050071,Low
31-07-2002,Arunachal Pradesh,59.07377206,4.613144026,24.27468503,Low
31-08-2002,Arunachal Pradesh,15.76664018,19.53805207,23.79193627,Low
30-09-2002,Arunachal Pradesh,286.2319829,3.592388232,15.6924717,Low
31-10-2002,Arunachal Pradesh,40.17281181,13.38369824,10.68822381,High
30-11-2002,Arunachal Pradesh,109.9784419,3.59785383,21.94146537,Low
31-12-2002,Arunachal Pradesh,108.3849921,2.337581389,16.88053211,Low
31-01-2003,Arunachal Pradesh,241.921732,6.096180138,16.1360045,Low
28-02-2003,Arunachal Pradesh,141.5295835,4.928415439,11.30323105,Low
31-03-2003,Arunachal Pradesh,287.0172514,18.50935454,14.20591548,High
30-04-2003,Arunachal Pradesh,115.6362161,9.475752513,19.5398697,Low
31-05-2003,Arunachal Pradesh,53.08320708,11.77002697,13.69819104,Low
30-06-2003,Arunachal Pradesh,93.06069138,3.023624399,22.41629021,Low
31-07-2003,Arunachal Pradesh,294.4557991,7.542837369,12.00719233,Low
31-08-2003,Arunachal Pradesh,62.95375651,19.14118434,22.64901212,Low
30-09-2003,Arunachal Pradesh,30.7163734,12.18373247,16.96372061,Low
31-10-2003,Arunachal Pradesh,63.30257486,1.388616907,15.50962369,Low
30-11-2003,Arunachal Pradesh,195.9636335,4.776375647,10.41603438,Low
31-12-2003,Arunachal Pradesh,287.1090485,7.002150121,14.75187297,Low
31-01-2004,Arunachal Pradesh,57.51207874,13.64036715,13.1832776,High
29-02-2004,Arunachal Pradesh,137.3501669,6.975646198,24.21949819,Low
31-03-2004,Arunachal Pradesh,6.431423427,7.70266128,23.95998395,Low
30-04-2004,Arunachal Pradesh,104.0428746,5.485427377,15.46116116,Low
31-05-2004,Arunachal Pradesh,73.13127139,6.458600505,16.62338968,Low
30-06-2004,Arunachal Pradesh,130.4342396,0.994320491,15.99576474,Low
31-07-2004,Arunachal Pradesh,194.1981216,2.69171502,24.31539873,Low
31-08-2004,Arunachal Pradesh,138.4438043,2.024886934,11.0742059,Low
30-09-2004,Arunachal Pradesh,97.75395717,16.63967505,20.13484428,Low
31-10-2004,Arunachal Pradesh,167.5361472,6.145054271,12.67089123,Low
30-11-2004,Arunachal Pradesh,109.9032863,11.90001399,22.16422591,Low
31-12-2004,Arunachal Pradesh,12.54498871,18.23537766,15.71186969,High
31-01-2005,Arunachal Pradesh,248.840739,15.3225583,24.74509614,Low
28-02-2005,Arunachal Pradesh,88.62536652,4.18450903,22.73274445,Low
31-03-2005,Arunachal Pradesh,234.707656,19.45787092,22.24950089,Low
30-04-2005,Arunachal Pradesh,287.7370126,18.63782144,19.65606177,Low
31-05-2005,Arunachal Pradesh,196.6866629,17.43944768,19.61293446,Low
30-06-2005,Arunachal Pradesh,179.8472425,7.741180075,10.6322057,Low
31-07-2005,Arunachal Pradesh,82.0981216,9.749781273,19.71311146,Low
31-08-2005,Arunachal Pradesh,33.4690977,14.92627697,17.11257367,Low
30-09-2005,Arunachal Pradesh,145.1209229,10.82030691,15.17274155,Low
31-10-2005,Arunachal Pradesh,166.2492509,14.24854307,18.92836289,Low
30-11-2005,Arunachal Pradesh,230.4776933,14.35931816,22.15011443,Low
31-12-2005,Arunachal Pradesh,259.2950157,16.37305274,16.39264606,Low
31-01-2006,Arunachal Pradesh,216.0677096,12.67749117,18.10700148,Low
28-02-2006,Arunachal Pradesh,176.9521963,14.93340091,20.3862382,Low
31-03-2006,Arunachal Pradesh,215.059681,19.08874957,15.47757245,High
30-04-2006,Arunachal Pradesh,100.4915638,2.102985066,12.12998985,Low
31-05-2006,Arunachal Pradesh,218.4866796,8.1817685,15.6299853,Low
30-06-2006,Arunachal Pradesh,265.1522561,15.17398365,24.4919223,Low
